sample_date,sample_time,sampling_site,air_temperature,weather,wind_direction,wind_speed,barometeric_pressure,water_temperature,ph,dissolved_oxygen,conductivity,total_dissolved_solids,salt_ppt,aphanizomenon,dolichospermum,microcystis,planktothrix,raphidiopsis,woronichinia,general_comments,secchi
2022-12-07,12:40:00,Site #2 - Heritage Boat Launch,4.9,Mostly Cloudy,SE,0-5,761,1,8.7,9.72,64,26,,No,No,No,No,No,,Secchi 1.3m,
2022-12-07,15:10:00,Site #4 - Round Lake,9.3,Cloudy,SE,0-5,761.3,4.6,9.4,8.8,69,34,,No,Yes,No,No,No,,"Not elevated, clear water, water level down",
2022-12-08,14:00:00,Site #3 - Lacamas Shores Boat Launch,3.8,Rain,NE,0-5,757.3,6.5,8.1,8.12,62,31,,No,No,No,No,No,,No targets and very rainy,
2022-12-08,14:45:00,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Upper gate locked - no access,
2024-12-26,15:35:00,Site #1 - East Boat Launch,8.9,Rain,SW,0-5,758.1,9.1,,10.3,66.3,33.2,0.02,No,No,No,No,No,No,,
2022-12-15,14:40:00,Site #2 - Heritage Boat Launch,33.8,Sunny,S,0-5,768,3,8.71,9.4,38,23,,No,No,No,No,No,,None,
2022-12-15,14:30:00,Site #3 - Lacamas Shores Boat Launch,5.8,Partly Cloudy,No wind,0-5,767.8,5.9,8.6,8.1,56,42,,No,No,No,No,No,,"Water level low, clear, trawl sample was sparse.",
2022-12-15,16:15:00,Site #4 - Round Lake,5.8,Partly Cloudy,No wind,0-5,768.4,5.5,9.4,8.8,66,33,,No,No,No,No,No,,Water level low with a green cast.,
2022-12-15,15:00:00,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Upper gate locked - no access,
2024-12-19,16:05:00,Site #1 - East Boat Launch,11.1,Cloudy,E,0-5,757.7,8.3,6.2,,78,,0.03,No,No,No,No,No,No,,
2024-12-12,16:15:00,Site #1 - East Boat Launch,4.2,Rain,E,0-5,754.3,7.3,7.8,9.5,95.2,44.2,0.04,No,No,No,No,No,No,,
2022-12-29,14:59:00,Site #2 - Heritage Boat Launch,5.6,Mostly Cloudy,S,0-5,749,3,8.6,9.7,42,14,,No,No,No,No,No,,,
2022-12-29,12:30:00,Site #3 - Lacamas Shores Boat Launch,10.6,Rain,NE,0-5,749.5,6.1,8.6,8.1,44.6,52,,No,No,No,No,No,,Secchi 4.5 ft from dock,
2022-12-29,14:30:00,Site #4 - Round Lake,8.3,Cloudy,NE,0-5,749.1,5.9,9.6,8,74,37,,No,No,No,No,No,,,
2022-12-29,13:00:00,Site #5 - Fallen Leaf Lake,,Mostly Cloudy,SW,0-5,,,,,,,,,,,,,,,
2024-12-05,15:40:00,Site #1 - East Boat Launch,6.7,Sunny,E,0-5,766,6.3,8.3,10.1,90.2,41.9,0.03,No,No,No,No,No,No,,
2023-01-04,11:55:00,Site #3 - Lacamas Shores Boat Launch,6.6,Rain,SE,0-5,769.2,6.6,7.2,9.6,84.3,42.1,0.04,No,No,No,No,No,No,Sechhi disk 76.2 cm. Water murky,
2023-01-04,13:40:00,Site #5 - Fallen Leaf Lake,8,Rain,NW,0-5,767.95,8.2,8.9,10.8,92.2,46.3,0.03,No,No,No,No,No,No,Water level into parking lot,
2024-11-21,10:30:00,Site #1 - East Boat Launch,8.3,Rain,E,0-5,754,8.5,6.6,7.2,81.8,41,0.04,No,No,No,No,No,Yes,,
2023-01-05,14:30:00,Site #2 - Heritage Boat Launch,8.3,Cloudy,E,0-5,747,3.4,8.94,8.7,42,23,,No,No,No,No,No,,Secchi 0.8m,
2023-01-05,14:00:00,Site #3 - Lacamas Shores Boat Launch,10.6,Rain,NE,0-5,746.9,7.3,8.5,8.3,46,23,,No,No,No,No,No,,,
2023-01-06,14:30:00,Site #4 - Round Lake,11.3,Cloudy,E,0-5,747.4,6.1,9.7,9.7,82,39,,No,No,No,No,No,,Water level lower and clear,
2024-11-14,13:00:00,Site #1 - East Boat Launch,10.8,Mostly Cloudy,S,0-5,759,10.4,7.4,4.7,115.8,58,0.05,No,No,No,No,No,Yes,,
2023-01-19,14:00:00,Site #2 - Heritage Boat Launch,4.4,Cloudy,S,0-5,768.3,5,9.2,8.7,44,22,,No,No,No,No,No,,,
2023-01-19,12:15:00,Site #3 - Lacamas Shores Boat Launch,5.3,Cloudy,No wind,0-5,766,7.8,8.3,,52,26,,No,No,No,No,No,,,
2023-01-19,12:45:00,Site #5 - Fallen Leaf Lake,5,Cloudy,No wind,0-5,765,8.8,8.8,7.1,58,29,,No,No,No,No,No,,,
2023-01-20,15:00:00,Site #4 - Round Lake,6.8,Cloudy,E,0-5,770.8,7.1,9.1,8.9,60,30,,No,No,No,No,No,,,
2024-11-07,13:00:00,Site #1 - East Boat Launch,13,Partly Cloudy,W,0-5,761,13,7.5,6.5,118.6,59,0.05,No,No,No,No,No,No,Water Level higher.,
2023-01-26,14:23:00,Site #2 - Heritage Boat Launch,4.4,Cloudy,No wind,0-5,773,4,8.9,8.9,22,13,,No,No,No,No,No,,,
2023-01-26,11:15:00,Site #3 - Lacamas Shores Boat Launch,7,Cloudy,NE,0-5,774,6.4,7.3,6.3,54,27,,No,No,No,No,No,,,
2023-01-26,14:45:00,Site #4 - Round Lake,8.9,Cloudy,NE,0-5,776.2,9.8,7.9,8.7,73,34,,No,No,No,No,No,,,
2023-01-26,10:30:00,Site #5 - Fallen Leaf Lake,7,Cloudy,No wind,0-5,774,5.5,7.7,6.1,60,30,,No,No,No,No,No,,,
2024-11-01,12:30:00,Site #1 - East Boat Launch,10,Cloudy,E,0-5,752,12.4,7.4,5.8,118,59.3,0.05,No,No,No,No,No,Yes,Water murky. Bright green scum.,
2023-02-02,14:50:00,Site #2 - Heritage Boat Launch,10.2,Sunny,W,0-5,765.8,7.2,7.9,9.5,63,34,,No,No,No,No,No,,,
2023-02-02,13:00:00,Site #3 - Lacamas Shores Boat Launch,11,Sunny,W,0-5,760.6,6.6,7.8,8.1,56,35,,No,No,No,No,No,,,
2023-02-02,12:20:00,Site #5 - Fallen Leaf Lake,9.8,Sunny,W,0-5,760.9,7.8,7.8,6.8,60,37,,No,No,No,No,No,,,
2024-10-24,12:00:00,Site #1 - East Boat Launch,14,Partly Cloudy,E,0-5,762,13.2,7.4,7.4,124,62,0.05,No,No,No,No,No,No,Murky. Water still low. Wind sitrred up conditions up to 5mph.,
2023-02-09,12:00:00,Site #2 - Heritage Boat Launch,11.7,Sunny,S,0-5,762,5.2,8.66,12.5,48,24,,No,No,No,No,No,,,
2023-02-09,13:00:00,Site #3 - Lacamas Shores Boat Launch,9.3,Sunny,E,,762.1,9.2,7.7,9.2,54,36,,No,No,No,No,No,,,
2023-02-09,13:00:00,Site #4 - Round Lake,11.5,Partly Cloudy,NE,0-5,763.2,9,9.8,10.9,48,24,,No,No,No,No,No,,,
2023-02-09,12:00:00,Site #5 - Fallen Leaf Lake,9.4,Sunny,SW,0-5,762.6,12.6,8.6,8.6,65,32,,No,No,No,No,No,,,
2024-10-18,12:00:00,Site #1 - East Boat Launch,11.1,Rain,E,0-5,769,15.3,7.1,5.8,123,61.1,0.05,No,No,No,No,No,No,Water lower than last week.  Trawl had tiny Dolcio,
2023-02-16,13:57:00,Site #2 - Heritage Boat Launch,11.7,Sunny,S,0-5,762,5.2,8.66,12.5,48,24,,No,No,No,No,No,,,
2023-02-16,13:30:00,Site #3 - Lacamas Shores Boat Launch,12.8,Cloudy,W,0-5,762.8,7,8.2,8.9,56,28,,No,No,No,No,No,,,
2023-02-16,15:05:00,Site #4 - Round Lake,10.9,Partly Cloudy,No wind,0-5,767.4,6.9,9.7,10.2,44,22,,No,No,No,No,No,,,
2023-02-16,13:30:00,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,,
2024-10-10,14:00:00,Site #1 - East Boat Launch,18.9,Sunny,W,0-5,764,17,7.4,6.7,121.8,60.8,0.05,No,No,No,No,No,No,Trawl had Dolciho & Microcystis,
2025-11-06,11:30:00,Site #4 - Round Lake,12.4,Rain,SW,0-5,766.1,11.2,6.5,8.4,122.8,61.3,0.05,No,Yes,No,No,No,Yes,"Strong current coming from Lac Lake. Trawl elevated Plankto, Woronic, Micro",
2025-11-06,13:53:00,Site #5 - Fallen Leaf Lake,15.8,Rain,S,0-5,765.2,12.2,7.9,5.1,92,46,0.05,No,No,No,No,No,No,Cilates in trawl,
2024-10-03,12:00:00,Site #1 - East Boat Launch,19.2,Sunny,E,0-5,757.3,18.3,7.4,6.9,122.6,61,0.05,No,No,No,No,No,No,Gusty. Trawl had Dolico & Microcy,
2026-01-08,13:00:00,Site #4 - Round Lake,5.3,Cloudy,S,0-5,762,6.3,8,7.6,70.2,35.8,0.03,No,No,No,No,No,Yes,Fast current & high level,
2024-09-27,,Site #1 - East Boat Launch,,,,,,,,,,,,,,,,,,,
2026-01-15,16:20:00,Site #3 - Lacamas Shores Boat Launch,10,Sunny,E,5-10,764.5,7.8,7.7,8.2,78.5,39.3,0.03,No,No,No,No,No,No,Secchi disk visible at bottom 2 1/3 ft.,
2026-01-16,12:05:00,Site #4 - Round Lake,15.5,Sunny,NW,0-5,767.9,7.5,6.4,10.3,81.1,40.5,0.03,No,No,No,No,No,No,Gusty. Water clear with current.,
2026-01-15,12:27:00,Site #5 - Fallen Leaf Lake,10.6,Sunny,N,0-5,773.7,8.2,8.4,6.2,84.2,41.1,0.03,No,No,No,No,No,No,Water level high. 1 Ciliate in trawl,
2026-02-05,12:42:00,Site #5 - Fallen Leaf Lake,16.9,Cloudy,N,0-5,751.9,6.9,8.3,7.9,87.9,44,0.04,No,No,No,No,No,No,"Trawl w/Dinofl, Ciliates & other zoo",
2026-02-12,11:11:00,Site #2 - Heritage Boat Launch,8.3,Cloudy,E,0-5,755.1,7.4,6.8,9.9,77.8,38.8,0.02,No,No,No,No,No,No,"Trawl w/Dinofl, Ciliates & other zoo",
2026-02-12,13:00:00,Site #5 - Fallen Leaf Lake,13.3,Sunny,N,0-5,770.3,9.4,7.8,7.5,82.4,41.2,0.02,No,No,No,No,No,No,Water clear and high,
2024-09-19,,Site #1 - East Boat Launch,,,,,,,,,,,,,,,,,,Not available,
2026-02-19,15:15:00,Site #3 - Lacamas Shores Boat Launch,4,Mostly Cloudy,N,0-5,751.9,8.3,7.4,11.1,79.7,39.8,0.02,No,No,No,Yes,No,No,Secchi @ 2' and is and hits bottom.Penne & othe cyano noted,
2026-02-19,14:45:00,Site #4 - Round Lake,6.1,Mostly Cloudy,SE,0-5,740.4,7.2,6.8,12.5,87.1,42.5,0.04,No,No,No,No,No,No,Water murky with medium current,
2024-09-12,13:00:00,Site #1 - East Boat Launch,18,Mostly Cloudy,W,0-5,761,21.9,8,6.1,118.5,59,0.05,Yes,No,No,No,No,No,Aph in trawl too.,
2026-02-26,14:46:00,Site #2 - Heritage Boat Launch,11.1,Partly Cloudy,E,0-5,766,8.5,7.6,10.4,74.4,37.3,0.02,No,No,No,No,No,No,secchi @ 75cm,
2026-02-26,12:25:00,Site #3 - Lacamas Shores Boat Launch,9,Partly Cloudy,NW,0-5,765.5,8.9,7.7,17.8,70.6,35.5,0.02,No,No,No,No,No,No,Other Cyanos . Secchi visible @ bottom 2 1/4 ft.,
2026-02-26,11:25:00,Site #4 - Round Lake,8,Sunny,NW,0-5,766.8,9.7,6.2,8.7,75.6,38,0.03,No,No,No,No,No,No,Water level high & murky,
2024-09-05,12:30:00,Site #1 - East Boat Launch,40.2,Sunny,E,0-5,762,24.1,8,7.6,117.5,58.6,0.05,No,No,No,No,No,No,"Wind gusts. Trawl had Diliochisp, but whimpy",
2026-03-05,11:30:00,Site #2 - Heritage Boat Launch,8.9,Mostly Cloudy,E,0-5,768,9.7,7.6,10.1,75.9,38,0.03,No,No,No,No,No,No,Secchi 95cm Penne diatom noted,
2026-03-05,17:40:00,Site #3 - Lacamas Shores Boat Launch,8,Mostly Cloudy,NW,0-5,766.8,10.1,7.7,11.3,79,39.5,0.02,No,No,No,No,No,No,Secchi visible @ bottom @ 1 1/2 ft. Other cyanos in trawl,
2026-03-05,11:04:00,Site #4 - Round Lake,7.1,Cloudy,SE,0-5,766.9,9.1,5.8,10.4,78.8,39.4,0.04,No,No,No,No,No,No,Nothing in trawl either.,
2024-08-29,12:00:00,Site #1 - East Boat Launch,29.4,Sunny,SE,0-5,756,22.3,7.74,7.4,114.5,57,0.05,Yes,No,No,Yes,No,No,Water murky,
2026-03-12,11:15:00,Site #4 - Round Lake,7,Rain,N,0-5,766.2,8.3,5.9,8.9,78.9,39.5,0.02,No,No,No,No,No,No,Water level high,
2026-03-19,14:55:00,Site #2 - Heritage Boat Launch,17.2,Partly Cloudy,N,0-5,762,11.8,7.5,9.4,64.1,32,0.02,No,No,No,No,No,No,Centric Diatom.  Secchi @70cm,
2026-03-19,17:00:00,Site #3 - Lacamas Shores Boat Launch,16,Cloudy,E,0-5,759.7,12.4,7.4,,66.7,37.3,0.03,No,No,No,No,No,No,Secchi @ bottom@ 1 3/4 ft. Eudonna noted.,
2026-03-19,10:00:00,Site #4 - Round Lake,15,Cloudy,W,0-5,760.5,11.9,5.6,8.3,63.1,21.6,0.03,No,No,No,No,No,No,High water,
2026-03-19,13:14:00,Site #5 - Fallen Leaf Lake,20.1,Cloudy,N,0-5,767.1,13.4,7.2,9.8,77.2,38.6,0.04,No,No,No,No,No,No,Ciliates & other zoo noted.,
2026-03-26,11:00:00,Site #4 - Round Lake,8,Cloudy,W,0-5,760.5,11.9,5.6,8.3,63.1,21.6,0.03,No,No,No,no,No,No,Other zooplankton,
2026-03-26,13:00:00,Site #5 - Fallen Leaf Lake,12.9,Cloudy,SW,0-5,776,13.1,7.04,9.1,80,40,0.03,No,No,No,No,No,No,Trawl had zoopln,
2026-04-02,15:30:00,Site #2 - Heritage Boat Launch,12.7,Partly Cloudy,N,0-5,762,11.2,7.9,9.9,73.9,36.9,0.02,No,No,No,No,No,No,"Secchi 80 cm, Centric D,Penne D, & dino",
2023-03-02,14:45:00,Site #2 - Heritage Boat Launch,3.9,Partly Cloudy,SW,0-5,763,2.6,8.3,11.8,46,21,,No,No,No,No,No,,,
2023-03-02,11:45:00,Site #3 - Lacamas Shores Boat Launch,6.1,Cloudy,N,0-5,759.9,10.5,9.5,12.8,56,28,,No,No,No,No,No,,,
2023-03-02,13:40:00,Site #4 - Round Lake,8.4,,NE,0-5,759.4,6.4,9.8,12.5,46,23,,No,No,No,No,No,,,
2023-03-02,11:00:00,Site #5 - Fallen Leaf Lake,5.5,Cloudy,S,0-5,759.3,4.2,9.3,12.2,58,30,,No,No,No,No,No,,,
2024-08-22,12:45:00,Site #1 - East Boat Launch,23.5,Cloudy,SE,0-5,759,22,8.3,6.8,112.8,56.5,0.05,No,No,No,Yes,No,No,Water smells. Trawl has elevated Plankto & Aphaniz,
2023-03-09,13:27:00,Site #2 - Heritage Boat Launch,5,Mostly Cloudy,S,0-5,750,3.6,8.38,12.2,48,27,,No,No,No,No,No,,,
2023-03-09,11:00:00,Site #3 - Lacamas Shores Boat Launch,8.1,Cloudy,E,0-5,757,7.6,,11.2,56,28,,No,No,No,No,No,,,
2023-03-09,13:15:00,Site #5 - Fallen Leaf Lake,5.4,Cloudy,N,0-5,757.4,5,,10.9,62,31,,No,No,No,No,No,,,
2023-03-10,13:40:00,Site #4 - Round Lake,8.9,Cloudy,NE,0-5,748.9,6.3,9.7,11,46,23,,No,No,No,No,No,,,
2024-08-15,9:15:00,Site #1 - East Boat Launch,20.6,Cloudy,SW,0-5,759.8,22.2,8.83,8,111.2,55.4,0.05,No,Yes,No,No,No,No,Water murky. Trawl had elevated Dolicho,
2023-03-16,14:10:00,Site #2 - Heritage Boat Launch,13.3,Sunny,N,0-5,761.5,7,8.7,10.2,34,26,,No,No,No,No,No,,,
2023-03-16,12:15:00,Site #3 - Lacamas Shores Boat Launch,16.8,Sunny,E,,761.8,12.6,9.1,10.3,48,24,,No,No,No,No,No,,,
2023-03-16,11:00:00,Site #4 - Round Lake,12.4,Sunny,E,0-5,763.3,7.2,9.3,10.9,46,23,,No,No,No,No,No,,,
2023-03-16,12:45:00,Site #5 - Fallen Leaf Lake,17.9,Sunny,SE,0-5,764.8,14.6,8.4,7,85,,,No,No,No,No,No,,,
2023-03-23,12:15:00,Site #2 - Heritage Boat Launch,13.3,Rain,S,0-5,758,7,8.38,10.8,58,21,,No,No,No,No,No,,,
2023-03-23,12:15:00,Site #3 - Lacamas Shores Boat Launch,10.3,Rain,E,0-5,716.5,8.5,7.2,10.3,54,28,,No,No,No,No,No,,,
2023-03-23,15:15:00,Site #4 - Round Lake,10.1,Rain,NE,0-5,759.3,0.8,9,10.6,48,24,,No,No,No,No,No,,,
2024-08-08,11:00:00,Site #1 - East Boat Launch,23.9,Partly Cloudy,NW,0-5,760,24.6,9.7,13.7,109.6,54.9,0.05,No,No,No,Yes,No,No,Murky. Dinofl noted,
2023-03-25,14:30:00,Site #5 - Fallen Leaf Lake,3.2,Cloudy,No wind,,769.3,10.8,8.69,8.8,39,39.9,,No,No,No,No,No,,,
2024-08-02,12:00:00,Site #1 - East Boat Launch,27.3,Partly Cloudy,W,0-5,764,25.8,8.2,12.6,107.7,53.9,0.05,No,No,No,Yes,No,No,Murky water. Trawl had Plankto & Aphanizo,
2023-03-30,14:16:00,Site #2 - Heritage Boat Launch,11.1,Partly Cloudy,W,0-5,756,8,8.7,10.1,60,29,,No,No,No,No,No,,,
2023-03-30,13:00:00,Site #3 - Lacamas Shores Boat Launch,13.4,Cloudy,NE,0-5,755.4,10.8,8.6,8.4,56,31,,No,No,No,No,No,,,
2023-03-30,15:55:00,Site #4 - Round Lake,17.1,Cloudy,No wind,0-5,754.8,10.8,8.6,9.8,56,28,,No,No,No,No,No,,,
2023-03-30,12:07:00,Site #5 - Fallen Leaf Lake,15,Cloudy,No wind,0-5,759.1,10,8.35,6.6,86,48,,No,No,No,No,No,,,
2024-07-25,13:00:00,Site #1 - East Boat Launch,21.2,Partly Cloudy,W,0-5,768,24.2,7.8,10.7,107.1,53.7,0.05,No,No,No,Yes,No,No,"1 wk after phosphorus treatment, increase in Aph & Plankto in trawl",
2023-04-06,13:33:00,Site #2 - Heritage Boat Launch,10,Rain,S,0-5,755,6,8.7,,54,27,,No,No,No,No,No,,,
2023-04-06,12:30:00,Site #3 - Lacamas Shores Boat Launch,10,Rain,E,0-5,760.5,9,7.8,12,52,26,,No,No,No,No,No,,,
2023-04-06,13:00:00,Site #5 - Fallen Leaf Lake,14.6,Rain,No wind,0-5,758,12,8.4,6.1,81,38,,No,No,No,No,No,,,
2023-04-07,15:50:00,Site #4 - Round Lake,14.4,Cloudy,NE,0-5,754.2,9.6,8,10.7,54,27,,No,No,No,No,No,,,
2023-04-13,12:40:00,Site #2 - Heritage Boat Launch,12.9,Cloudy,N,0-5,759.2,10.1,8.8,8.9,50,28,,No,No,No,No,No,,water murky,
2023-04-13,12:05:00,Site #3 - Lacamas Shores Boat Launch,12.8,Cloudy,NE,0-5,759.4,10.3,8.7,9.2,48,24,,No,No,No,No,No,,water murky,
2023-04-13,11:30:00,Site #4 - Round Lake,11.8,Mostly Cloudy,No wind,0-5,759.5,10.6,7.8,9.6,42,22,,No,No,No,No,No,,water murky,
2023-04-13,13:00:00,Site #5 - Fallen Leaf Lake,12.1,Cloudy,No wind,0-5,763.2,13,8.5,5.98,75,38,,No,No,No,No,No,,,
2024-07-18,13:00:00,Site #1 - East Boat Launch,22.1,Sunny,W,0-5,763,27.3,7.9,10,104,52,0.06,No,No,No,No,No,No,Centric Diatom & Zooplanktons. Trawl had pLankto & Amhaniz,
2023-04-20,14:38:00,Site #2 - Heritage Boat Launch,7.2,Rain,NE,0-5,767,6.8,8.9,11.4,50,26,,No,No,No,No,No,,,
2023-04-20,12:35:00,Site #5 - Fallen Leaf Lake,15,Rain,No wind,0-5,771,11.7,8.6,8.3,75,39,,No,No,No,No,No,,,
2023-04-21,17:15:00,Site #3 - Lacamas Shores Boat Launch,15.3,Mostly Cloudy,NW,0-5,767.4,10.4,8.1,9.5,56,26,,No,No,No,No,No,,,
2023-04-21,10:30:00,Site #4 - Round Lake,15,Mostly Cloudy,NE,0-5,768.4,10.2,7.8,9,46,23,,No,No,No,No,No,,water murky,
2024-07-11,12:30:00,Site #1 - East Boat Launch,25,Sunny,W,0-5,764,26,8.2,9.8,100,50.1,0.05,No,No,No,Yes,No,No,Also in trawl. Water level high,
2023-05-04,12:15:00,Site #3 - Lacamas Shores Boat Launch,15,Rain,E,0-5,754,10.8,8.6,10.6,74,37,,No,No,No,No,No,,,
2023-05-04,14:28:00,Site #5 - Fallen Leaf Lake,12,Rain,E,0-5,756.9,17.1,8.09,7.15,,40,,No,No,No,No,No,,,
2023-05-05,11:30:00,Site #4 - Round Lake,13.3,Mostly Cloudy,NE,0-5,755.6,15.2,8.7,11.3,80,35,,No,No,No,No,No,,,
2024-07-03,9:00:00,Site #1 - East Boat Launch,16.5,Partly Cloudy,W,0-5,769,21.1,8,7.9,96.3,48.2,0.04,No,No,No,Yes,No,No,Dinofl & Zooplanktons,
2023-05-11,14:28:00,Site #2 - Heritage Boat Launch,21.7,Sunny,W,0-5,760,16.6,8.71,11,66,27,,No,No,No,No,No,,,
2023-05-11,13:30:00,Site #4 - Round Lake,21.3,Sunny,NW,0-5,760.3,18.7,6.7,11.3,88,45,,No,No,No,No,No,,,
2023-05-11,12:05:00,Site #5 - Fallen Leaf Lake,25,Sunny,NW,0-5,,20.4,8.7,7.43,72,36,,No,No,No,No,No,,,
2023-05-12,12:00:00,Site #3 - Lacamas Shores Boat Launch,25.2,Sunny,W,0-5,760.6,19.5,8.38,11.9,86,43,,No,No,No,No,No,,,
2024-06-27,12:00:00,Site #1 - East Boat Launch,21,Mostly Cloudy,SE,0-5,763,21.3,8.5,8.7,94.3,47.2,0.04,No,Yes,No,No,No,No,Trawl has Dolci & zooplankton,
2023-05-18,14:32:00,Site #2 - Heritage Boat Launch,25.5,Sunny,N,0-5,757,25,8.52,,104,54,,No,No,No,No,No,,,
2023-05-18,11:15:00,Site #3 - Lacamas Shores Boat Launch,25.2,Sunny,W,0-5,756.8,24,8.7,9.4,102,51,,No,No,No,No,No,,,
2023-05-18,14:55:00,Site #4 - Round Lake,27.8,Sunny,W,0-5,765.5,24.4,8.2,8.2,110,58,,No,No,No,No,No,,,
2023-05-18,12:30:00,Site #5 - Fallen Leaf Lake,29.8,Sunny,NW,0-5,760,26.5,8.5,9.1,82,72,,No,No,No,No,No,,,
2023-05-25,13:34:00,Site #2 - Heritage Boat Launch,25,Sunny,N,0-5,754,21,8.47,,58,42,,No,No,No,No,No,,,
2023-05-25,11:00:00,Site #3 - Lacamas Shores Boat Launch,21.4,Sunny,W,0-5,755.4,21,9.5,12.6,98,49,,No,No,No,No,No,,,
2023-06-01,11:00:00,Site #3 - Lacamas Shores Boat Launch,16,Cloudy,NW,0-5,764,18.2,8.56,12.5,88,49.8,,No,No,No,No,No,,,
2023-06-01,16:25:00,Site #4 - Round Lake,20.9,Cloudy,NE,0-5,757.7,19.8,8.6,9.1,114,57,,No,No,No,No,No,,,
2023-06-01,13:00:00,Site #5 - Fallen Leaf Lake,22.7,Sunny,NW,0-5,760.8,20.3,7.8,,76,37,,No,No,No,No,No,,,
2023-06-08,14:42:00,Site #2 - Heritage Boat Launch,21.1,Partly Cloudy,N,0-5,757,21.9,8.71,11.5,99,49.4,,No,No,No,Yes,No,,,
2023-06-08,11:15:00,Site #3 - Lacamas Shores Boat Launch,18.7,Cloudy,E,0-5,762,20.8,9,18.8,100.3,50.1,,No,No,No,No,No,,,
2023-06-08,13:00:00,Site #4 - Round Lake,22.7,Cloudy,N,0-5,757.9,22.8,9.1,9.2,104,32,,No,No,No,No,No,,,
2023-06-08,11:30:00,Site #5 - Fallen Leaf Lake,20.9,Partly Cloudy,NW,0-5,763.1,21.7,7.99,5.4,80,40,,No,No,No,No,No,,,
2024-06-20,11:30:00,Site #1 - East Boat Launch,21.5,Sunny,W,0-5,760,22.5,8.5,11.7,90.6,45.2,0.04,No,Yes,No,No,No,No,Zooplank in protocol,
2024-06-13,8:15:00,Site #1 - East Boat Launch,12.2,Sunny,W,0-5,758,18.9,8.1,8.4,88.1,44.1,0.05,No,No,No,No,No,No,Water level up 3. No targets in either samples,
2023-06-15,13:58:00,Site #2 - Heritage Boat Launch,18.3,Sunny,N,0-5,763,21.7,9.03,9.5,101.7,51,,No,No,No,No,No,,,
2023-06-15,16:39:00,Site #4 - Round Lake,22.4,Sunny,NE,0-5,761.8,21.7,9.3,8.6,108,55,,No,No,No,No,No,,,
2023-06-16,9:00:00,Site #3 - Lacamas Shores Boat Launch,22,Sunny,No wind,0-5,762.6,21.6,9,,108,54,,No,No,No,No,No,,,
2023-06-16,12:15:00,Site #5 - Fallen Leaf Lake,26.5,Cloudy,NW,0-5,766.13,22,9.8,5.75,76,38,,No,No,No,No,No,,,
2023-06-22,15:30:00,Site #2 - Heritage Boat Launch,24.4,Sunny,N,0-5,754,22.1,9.02,10.7,102,52,,No,Yes,No,No,No,,,
2023-06-22,6:10:00,Site #4 - Round Lake,26.4,Sunny,NE,0-5,752.8,21.7,8.8,8.6,120,60,,No,No,No,No,No,,,
2023-06-22,11:50:00,Site #5 - Fallen Leaf Lake,21.5,Sunny,N,0-5,761.62,21.1,8.25,6.48,72,38,,No,No,No,No,No,,,
2024-06-06,8:30:00,Site #1 - East Boat Launch,13.3,Sunny,W,0-5,759.1,17.4,8.61,8.7,87.3,43.5,0.05,No,No,No,No,No,No,No comments,
2023-06-23,9:00:00,Site #3 - Lacamas Shores Boat Launch,24.6,Sunny,E,0-5,760.1,22,9.1,,101,42,,No,No,No,No,No,,,
2023-06-28,16:05:00,Site #2 - Heritage Boat Launch,27.8,Sunny,N,0-5,757,24.5,8.9,10.7,106,54,,No,No,No,No,No,,Diatoms,
2024-05-30,11:45:00,Site #1 - East Boat Launch,16.1,Sunny,SW,0-5,766,17.2,8.5,12.5,83.4,41.2,0.03,No,No,No,No,No,No,Water clear.,
2023-06-30,10:00:00,Site #3 - Lacamas Shores Boat Launch,24,Sunny,W,0-5,764,22.4,8.8,6.9,136,50,,No,No,No,Yes,No,,Suzan for Vicky,
2023-06-30,10:00:00,Site #5 - Fallen Leaf Lake,23,Sunny,W,0-5,765,22.7,8.2,5.05,80,40,,No,No,No,No,No,,,
2023-07-06,10:30:00,Site #2 - Heritage Boat Launch,25.3,Sunny,N,0-5,759.8,25,8.81,7.6,108.1,54.6,0.05,No,No,No,No,No,,,
2023-07-06,8:29:00,Site #4 - Round Lake,25.2,Sunny,SW,0-5,753.7,25.3,8.6,8.4,126,116,,No,Yes,Yes,No,No,,,
2024-05-23,11:30:00,Site #1 - East Boat Launch,18.8,Cloudy,No wind,0-5,766,15.7,8.05,10.5,78,39.2,0.04,No,No,No,No,No,No,Trawl water is brackish from recent rain.,
2023-07-07,9:15:00,Site #3 - Lacamas Shores Boat Launch,19.4,Cloudy,S,0-5,756.7,23.3,8.3,8.2,109,55,0.05,No,Yes,No,No,No,,Used new multi tool,
2023-07-08,13:00:00,Site #5 - Fallen Leaf Lake,27,Sunny,NW,0-5,759.3,26,8.53,,86,43,,No,No,No,No,No,,,
2023-07-13,13:05:00,Site #2 - Heritage Boat Launch,28.5,Sunny,N,0-5,763,25.3,7.91,8.1,112,55.9,0.04,No,No,No,No,No,,,
2023-07-13,13:40:00,Site #5 - Fallen Leaf Lake,26,Sunny,N,0-5,765.16,26.2,8.02,7.6,96,48,0.04,No,No,No,No,No,,,
2024-05-16,11:35:00,Site #1 - East Boat Launch,13.9,Partly Cloudy,W,0-5,757,19.7,7.9,10.6,73.2,36.6,0.03,No,No,No,No,No,No,Water clear,
